Object ID,Ticket Number,Citation Issue Date,Citaton Issue Month,Citation Issue Time,Location,Violation Code,Violation,Fine Amount,Citation Status,Amount Paid,Amount Due,Suspend Code,Suspend Process Date,Suspend Until Date,Disposition Code,Last Edited Date,Geom
803,764410780,7/31/09,,11:34,812 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,16 16 BUSZONE,12/14/2009 12:00:00 AM +0000,01/04/2010 12:00:00 AM +0000,201 HR UP NTPD,,"(37.7863525482, -122.416713902)"
804,764410791,7/31/09,,13:17,716 GEARY ST,V22500I,BUS ZONE,253,Closed,$338.00 ,0,16 16 BUSZONE,12/21/2009 12:00:00 AM +0000,01/11/2010 12:00:00 AM +0000, ,,"(37.7865540473, -122.415134952)"
805,764410802,8/2/09,,10:59,503 O'FARRELL ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/06/2009 12:00:00 AM +0000,08/27/2009 12:00:00 AM +0000, ,,"(37.7857164792, -122.413050389)"
806,764410813,8/3/09,,8:33,28 SUTTER ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/15/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7903391084, -122.400403252)"
807,764410824,8/3/09,,18:50,680 MARKET ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/07/2009 12:00:00 AM +0000,08/28/2009 12:00:00 AM +0000, ,,"(37.7879415242, -122.40327159)"
808,764410835,8/3/09,,11:24,811 MISSION ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/07/2009 12:00:00 AM +0000,08/28/2009 12:00:00 AM +0000, ,,"(37.7842149754, -122.404497684)"
809,764410846,8/3/09,,20:18,791 O'FARRELL ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/07/2009 12:00:00 AM +0000,08/28/2009 12:00:00 AM +0000, ,,"(37.7851265976, -122.417725721)"
810,764410850,8/3/09,,13:44,663 MISSION ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/07/2009 12:00:00 AM +0000,08/28/2009 12:00:00 AM +0000, ,,"(37.7867898461, -122.401236606)"
811,764410861,8/3/09,,15:50,813 MISSION ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/07/2009 12:00:00 AM +0000,08/28/2009 12:00:00 AM +0000, ,,"(37.7841814604, -122.404540129)"
812,764410872,8/3/09,,15:55,649 MISSION ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,15 15 DBL PRK,12/21/2009 12:00:00 AM +0000,01/11/2010 12:00:00 AM +0000, ,,"(37.78708568, -122.400861927)"
813,738956282,8/4/09,,13:48,343 STOCKTON ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,15 15 DBL PRK,12/23/2009 12:00:00 AM +0000,01/13/2010 12:00:00 AM +0000, ,,"(37.7889089947, -122.406949925)"
814,764410883,8/4/09,,17:17,503 OFARRELL ST,T32A.1,TWAWY ZN#1,73,Closed,$158.00 ,0,22 22 GEN VAL,12/20/2009 12:00:00 AM +0000,01/10/2010 12:00:00 AM +0000, ,,"(37.7857164792, -122.413050389)"
815,764410894,8/5/09,,8:54,188 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/17/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.787665574, -122.406421851)"
816,764410905,8/5/09,,9:31,312 MISSION ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0, ,,, ,,"(37.791106008, -122.396014809)"
817,764410916,8/5/09,,9:32,364 MISSION ST,V22500H,DBL PARK,78,Closed, $                    -,0,731 731MP EXP,08/17/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7907609848, -122.396451874)"
818,764410920,8/5/09,,9:36,778 MISSION ST,T32A.1,TWAWY ZN#1,73,Closed, $                    -,0,83 83 PEND HE,11/05/2009 12:00:00 AM +0000,05/04/2010 12:00:00 AM +0000,5 HU HR UPHD,,"(37.7849605829, -122.403847669)"
819,764410931,8/5/09,,9:36,816 MISSION ST,V22500H,DBL PARK,78,Closed,$78.00 ,0, ,,, ,,"(37.7842117725, -122.404747051)"
820,764410942,8/6/09,,14:45,155 03RD ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/11/2009 12:00:00 AM +0000,09/01/2009 12:00:00 AM +0000, ,,"(37.7856087098, -122.401091664)"
821,764410953,8/6/09,,10:02,388 SACRAMENTO ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/11/2009 12:00:00 AM +0000,09/01/2009 12:00:00 AM +0000, ,,"(37.7942258308, -122.400027323)"
822,764410964,8/6/09,,18:12,118 04TH ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,08/11/2009 12:00:00 AM +0000,09/01/2009 12:00:00 AM +0000, ,,"(37.7841155286, -122.403932814)"
823,764410975,8/6/09,,17:39,235 03RD ST,T32A.1,TWAWY ZN#1,73,Closed, $                    -,0,50 50 DP RU,09/22/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7846377762, -122.399869718)"
824,764410986,8/7/09,,16:10,308 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/19/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7874095188, -122.408429501)"
825,764410990,8/7/09,,19:10,719 OFARRELL ST,T32A.2,TWAWY ZONE,73,Closed, $                    -,0,50 50 DP RU,12/22/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7852707701, -122.416591941)"
826,764411001,8/7/09,,12:23,429 OFARRELL ST,V22500H,DBL PARK,78,Open, $                    -,103,730 730TRNLN,08/12/2009 12:00:00 AM +0000,09/02/2009 12:00:00 AM +0000, ,,"(37.7858711078, -122.411820215)"
827,764411012,8/9/09,,16:41,583 OFARRELL ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/21/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7855575554, -122.414314624)"
828,764411023,8/9/09,,18:55,871 OFARRELL ST,V22500H,DBL PARK,78,Closed, $                    -,0,731 731MP EXP,08/21/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7849591329, -122.419055965)"
829,764411034,8/9/09,,19:00,269 OFARRELL ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/13/2009 12:00:00 AM +0000,09/03/2009 12:00:00 AM +0000, ,,"(37.7861962892, -122.409232823)"
830,764411045,8/9/09,,16:01,688 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/21/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7866189355, -122.414626445)"
831,764411056,8/9/09,,17:24,719 OFARRELL ST,T32A.1,TWAWY ZN#1,73,Closed,$98.00 ,0,730 730TRNLN,08/13/2009 12:00:00 AM +0000,09/03/2009 12:00:00 AM +0000, ,,"(37.7852707701, -122.416591941)"
832,764411071,8/9/09,,19:16,685 O'FARRELL ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/21/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7853437737, -122.416015075)"
833,764411093,8/9/09,,19:44,506 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/21/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7869963353, -122.411668553)"
834,764411104,8/9/09,,19:45,616 GEARY ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/13/2009 12:00:00 AM +0000,09/03/2009 12:00:00 AM +0000, ,,"(37.7867639127, -122.413490246)"
835,764411060,8/10/09,,10:54,564 MARKET ST,V22500H,DBL PARK,78,Closed,$78.00 ,0, ,,, ,,"(37.7900442447, -122.400606608)"
836,764411082,8/10/09,,12:46,686 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/22/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7866229627, -122.414594885)"
837,764411115,8/10/09,,12:06,315 O'FARRELL ST,T32A.1,TWAWY ZN#1,73,Closed,$98.00 ,0, ,,, ,,"(37.7861058329, -122.409952607)"
838,764411126,8/10/09,,19:48,133 O'FARRELL ST,T32A.1,TWAWY ZN#1,73,Closed,$158.00 ,0,730 730TRNLN,08/13/2009 12:00:00 AM +0000,09/03/2009 12:00:00 AM +0000, ,,"(37.7864831108, -122.406950264)"
839,764411130,8/10/09,,15:36,713 O'FARRELL ST,T32A.1,TWAWY ZN#1,73,Open, $                    -,158,730 730TRNLN,08/13/2009 12:00:00 AM +0000,09/03/2009 12:00:00 AM +0000, ,,"(37.7852827844, -122.416497459)"
840,764411141,8/10/09,,19:57,690 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/22/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7866149082, -122.414658007)"
841,764411152,8/11/09,,10:27,442 GEARY ST,V22500H,DBL PARK,78,Closed,$138.00 ,0,730 730TRNLN,08/14/2009 12:00:00 AM +0000,09/04/2009 12:00:00 AM +0000, ,,"(37.7871311721, -122.410611616)"
842,764411163,8/11/09,,10:27,462 GEARY ST,V22500H,DBL PARK,78,Closed,$78.00 ,0, ,,, ,,"(37.7870909938, -122.410926563)"
843,764411174,8/11/09,,10:11,460 GEARY ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/14/2009 12:00:00 AM +0000,09/04/2009 12:00:00 AM +0000, ,,"(37.7870950117, -122.410895068)"
844,764411185,8/11/09,,11:54,690 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/24/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7866149082, -122.414658007)"
845,764411196,8/11/09,,16:05,451 OFARRELL ST,V22500I,BUS ZONE,253,Closed, $                    -,0,16 16 BUSZONE,01/05/2010 12:00:00 AM +0000,01/26/2010 12:00:00 AM +0000,201 HR UP NTPD,,"(37.7858230217, -122.412202776)"
846,764411200,8/11/09,,13:17,591 OFARRELL ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,08/14/2009 12:00:00 AM +0000,09/04/2009 12:00:00 AM +0000, ,,"(37.7855416618, -122.414441048)"
847,764411211,8/11/09,,18:17,515 OFARRELL ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,59 59 STILL O,10/20/2009 12:00:00 AM +0000,10/20/2009 12:00:00 AM +0000, ,,"(37.7856926408, -122.413240025)"
848,764411222,8/11/09,,15:25,480 GEARY ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/14/2009 12:00:00 AM +0000,09/04/2009 12:00:00 AM +0000, ,,"(37.7870548335, -122.411210017)"
849,764411233,8/11/09,,18:41,565 OFARRELL ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,08/14/2009 12:00:00 AM +0000,09/04/2009 12:00:00 AM +0000, ,,"(37.7855933141, -122.414030172)"
850,764411244,8/11/09,,19:11,680 GEARY ST,V22500I,BUS ZONE,253,Open, $                    -,343,730 730TRNLN,08/14/2009 12:00:00 AM +0000,09/04/2009 12:00:00 AM +0000, ,,"(37.7866350444, -122.414500202)"
851,764411255,8/12/09,,13:25,616 GEARY ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/15/2009 12:00:00 AM +0000,09/05/2009 12:00:00 AM +0000, ,,"(37.7867639127, -122.413490246)"
852,764411266,8/12/09,,8:29,6 04TH  ST,V22500I,BUS ZONE,253,Closed, $                    -,0,16 16 BUSZONE,01/20/2010 12:00:00 AM +0000,02/10/2010 12:00:00 AM +0000,5 HU HR UPHD,,"(37.785630028, -122.405818012)"
853,764411270,8/13/09,,9:38,809 MISSION ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/18/2009 12:00:00 AM +0000,09/08/2009 12:00:00 AM +0000, ,,"(37.7842484913, -122.404455239)"
854,764411281,8/13/09,,9:58,356 SACRAMENTO ST,T32A.1,TWAWY ZN#1,73,Open, $                    -,158,730 730TRNLN,08/18/2009 12:00:00 AM +0000,09/08/2009 12:00:00 AM +0000, ,,"(37.7942719277, -122.399665589)"
855,738956293,8/14/09,,8:49,308 GEARY BLVD,V22500I,BUS ZONE,253,Closed,$313.00 ,0,730 730TRNLN,08/18/2009 12:00:00 AM +0000,09/08/2009 12:00:00 AM +0000, ,,"(37.7874095188, -122.408429501)"
856,738956304,8/14/09,,8:51,714 GEARY ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,08/18/2009 12:00:00 AM +0000,09/08/2009 12:00:00 AM +0000, ,,"(37.7865580675, -122.415103443)"
857,738956315,8/14/09,,10:38,322 GEARY ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,83 83 PEND HE,01/14/2010 12:00:00 AM +0000,07/13/2010 12:00:00 AM +0000,6 HD HR DNID,,"(37.7873813035, -122.408650709)"
858,738956326,8/14/09,,12:31,680 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,08/26/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7866350444, -122.414500202)"
859,738956330,8/16/09,,15:17,725 OFARRELL ST,V22500H,DBL PARK,78,Closed,$78.00 ,0, ,,, ,,"(37.7852587558, -122.416686423)"
860,764411292,8/16/09,,11:55,692 GEARY ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,08/19/2009 12:00:00 AM +0000,09/09/2009 12:00:00 AM +0000, ,,"(37.786610881, -122.414689567)"
861,764411303,8/16/09,,17:16,306 GEARY ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,08/19/2009 12:00:00 AM +0000,09/09/2009 12:00:00 AM +0000, ,,"(37.7874135496, -122.408397899)"
862,764411314,8/16/09,,8:35,686 GEARY ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/19/2009 12:00:00 AM +0000,09/09/2009 12:00:00 AM +0000, ,,"(37.7866229627, -122.414594885)"
863,738956341,8/17/09,,12:25,29 STOCKTON ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0, ,,, ,,"(37.7857862334, -122.406332492)"
864,738956352,8/18/09,,17:46,504 MISSION ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/21/2009 12:00:00 AM +0000,09/11/2009 12:00:00 AM +0000, ,,"(37.7897252578, -122.397763865)"
865,738956363,8/18/09,,17:46,546 MISSION ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,22 22 GEN VAL,01/10/2010 12:00:00 AM +0000,01/31/2010 12:00:00 AM +0000, ,,"(37.7890636764, -122.398601882)"
866,738956374,8/19/09,,12:35,37 04TH  ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/22/2009 12:00:00 AM +0000,09/12/2009 12:00:00 AM +0000, ,,"(37.785176109, -122.40501185)"
867,738956385,8/19/09,,17:37,243 03RD ST,T32A.1,TWAWY ZN#1,73,Closed,$133.00 ,0,730 730TRNLN,08/22/2009 12:00:00 AM +0000,09/12/2009 12:00:00 AM +0000, ,,"(37.7845387244, -122.399747377)"
868,764411325,8/19/09,,12:21,654 MISSION ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/22/2009 12:00:00 AM +0000,09/12/2009 12:00:00 AM +0000, ,,"(37.7871242685, -122.401058382)"
869,764411340,8/19/09,,16:54,774 MISSION ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0, ,,, ,,"(37.785039011, -122.403748319)"
870,738956396,8/22/09,,11:43,914 GEARY ST,V22500I,BUS ZONE,253,Closed,$313.00 ,0,6 6 EXP TIME,10/27/2009 12:00:00 AM +0000,10/27/2009 12:00:00 AM +0000,26 COLFFDMV,,"(37.7861395482, -122.418386075)"
871,738956400,8/22/09,,15:31,318 GEARY ST,V22500I,BUS ZONE,253,Closed,$278.00 ,0,730 730TRNLN,08/25/2009 12:00:00 AM +0000,09/15/2009 12:00:00 AM +0000, ,,"(37.7873893651, -122.408587506)"
872,738956411,8/22/09,,15:32,436 GEARY ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/25/2009 12:00:00 AM +0000,09/15/2009 12:00:00 AM +0000, ,,"(37.7871432248, -122.41051713)"
873,738956422,8/22/09,,17:25,324 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,731 731MP EXP,09/03/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7873772727, -122.40868231)"
874,738956433,8/22/09,,18:55,583 OFARRELL ST,V22500H,DBL PARK,78,Closed,$138.00 ,0,730 730TRNLN,08/25/2009 12:00:00 AM +0000,09/15/2009 12:00:00 AM +0000, ,,"(37.7855575554, -122.414314624)"
875,764411384,8/22/09,,9:45,141 03RD ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/25/2009 12:00:00 AM +0000,09/15/2009 12:00:00 AM +0000, ,,"(37.7857680109, -122.401295316)"
876,764411395,8/22/09,,15:02,85 03RD ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,83 83 PEND HE,01/24/2010 12:00:00 AM +0000,07/23/2010 12:00:00 AM +0000,6 HD HR DNID,,"(37.7865034993, -122.40223559)"
877,764411406,8/22/09,,15:51,415 STOCKTON ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/25/2009 12:00:00 AM +0000,09/15/2009 12:00:00 AM +0000, ,,"(37.7895820743, -122.407084495)"
878,764411410,8/22/09,,15:57,114 04TH  ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,08/26/2009 12:00:00 AM +0000,09/16/2009 12:00:00 AM +0000, ,,"(37.7841835698, -122.404019782)"
879,764411421,8/22/09,,17:53,111 03RD ST,T32A.1,TWAWY ZN#1,73,Closed,$98.00 ,0,730 730TRNLN,08/26/2009 12:00:00 AM +0000,09/16/2009 12:00:00 AM +0000, ,,"(37.7861581106, -122.40179403)"
880,738956444,8/23/09,,15:56,448 GEARY ST,V22500H,DBL PARK,78,Closed,$138.00 ,0,730 730TRNLN,08/26/2009 12:00:00 AM +0000,09/16/2009 12:00:00 AM +0000,26 COLFFDMV,,"(37.7871191184, -122.4107061)"
881,738956455,8/23/09,,17:26,277 OFARRELL ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/26/2009 12:00:00 AM +0000,09/16/2009 12:00:00 AM +0000, ,,"(37.7861794316, -122.409366967)"
882,738956466,8/23/09,,17:26,249 OFARRELL ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,08/26/2009 12:00:00 AM +0000,09/16/2009 12:00:00 AM +0000, ,,"(37.7862315339, -122.408952357)"
883,764411465,8/23/09,,14:52,306 MISSION ST,V22500I,BUS ZONE,253,Closed, $                    -,0,51 DISMS CITE,01/04/2010 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7911458178, -122.395964378)"
884,738956470,8/24/09,,10:11,17 03RD ST,T32A.1,TWAWY ZN#1,73,Closed, $                    -,0,50 50 DP RU,01/13/2010 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7873221623, -122.403278031)"
885,764411476,8/24/09,,10:15,472 SUTTER ST,V22500H,DBL PARK,78,Closed,$78.00 ,0, ,,, ,,"(37.789356438, -122.408164291)"
886,764411480,8/24/09,,19:15,731 POST ST,V22500H,DBL PARK,78,Closed, $                    -,0,731 731MP EXP,09/05/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7875340592, -122.413875019)"
887,764411491,8/26/09,,9:25,454 GEARY ST,V22500H,DBL PARK,78,Closed, $                    -,0, ,,,25 OFCR ERROR,,"(37.7871070656, -122.410800584)"
888,764411502,8/26/09,,13:28,330 GEARY ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,08/31/2009 12:00:00 AM +0000,09/21/2009 12:00:00 AM +0000, ,,"(37.7873651803, -122.408777113)"
889,764411513,8/26/09,,9:25,454 GEARY ST,V22500H,DBL PARK,78,Closed, $                    -,0,50 50 DP RU,10/22/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7871070656, -122.410800584)"
890,738956481,8/28/09,,14:27,747 OFARRELL ST,V22500H,DBL PARK,78,Closed,$138.00 ,0,730 730TRNLN,09/01/2009 12:00:00 AM +0000,09/22/2009 12:00:00 AM +0000, ,,"(37.7852147047, -122.417032857)"
891,738956492,8/28/09,,14:30,373 OFARRELL ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,15 15 DBL PRK,01/19/2010 12:00:00 AM +0000,02/09/2010 12:00:00 AM +0000,6 HD HR DNID,,"(37.7859909923, -122.410866378)"
892,738956503,8/28/09,,16:07,769 OFARRELL ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,09/01/2009 12:00:00 AM +0000,09/22/2009 12:00:00 AM +0000, ,,"(37.7851706516, -122.41737929)"
893,738956514,8/28/09,,16:09,367 OFARRELL ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,09/01/2009 12:00:00 AM +0000,09/22/2009 12:00:00 AM +0000, ,,"(37.7860028729, -122.41077185)"
894,738956525,8/28/09,,18:24,518 GEARY ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,09/01/2009 12:00:00 AM +0000,09/22/2009 12:00:00 AM +0000, ,,"(37.7869705401, -122.411870744)"
895,738956536,8/30/09,,12:58,684 GEARY ST,V22500I,BUS ZONE,253,Open, $                    -,278, ,,, ,,"(37.78662699, -122.414563324)"
896,738956540,8/30/09,,20:23,680 GEARY ST,V22500I,BUS ZONE,253,Closed,$278.00 ,0,730 730TRNLN,09/02/2009 12:00:00 AM +0000,09/23/2009 12:00:00 AM +0000, ,,"(37.7866350444, -122.414500202)"
897,738956551,8/30/09,,20:24,808 GEARY ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,09/02/2009 12:00:00 AM +0000,09/23/2009 12:00:00 AM +0000, ,,"(37.7863605738, -122.416651019)"
898,764411524,8/30/09,,10:05,413 STOCKTON ST,T32A.1,TWAWY ZN#1,73,Closed,$133.00 ,0,730 730TRNLN,09/02/2009 12:00:00 AM +0000,09/23/2009 12:00:00 AM +0000,26 COLFFDMV,,"(37.7895641412, -122.407081144)"
899,764411546,8/30/09,,12:50,169 STOCKTON ST,T32A.1,TWAWY ZN#1,73,Closed, $                    -,0,731 731MP EXP,09/11/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7872594117, -122.406627852)"
900,764411550,8/30/09,,12:50,137 STOCKTON ST,T32A.1,TWAWY ZN#1,73,Closed, $                    -,0,83 83 PEND HE,02/21/2010 12:00:00 AM +0000,08/20/2010 12:00:00 AM +0000,5 HU HR UPHD,,"(37.7869669978, -122.406569225)"
901,764411561,8/30/09,,12:52,80 04TH  ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,09/02/2009 12:00:00 AM +0000,09/23/2009 12:00:00 AM +0000, ,,"(37.7847081473, -122.404677032)"
902,764411572,8/30/09,,14:38,67 03RD ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,09/02/2009 12:00:00 AM +0000,09/23/2009 12:00:00 AM +0000, ,,"(37.7867429421, -122.402542026)"
903,764411583,8/30/09,,20:31,229 03RD ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,09/02/2009 12:00:00 AM +0000,09/23/2009 12:00:00 AM +0000, ,,"(37.7847120643, -122.399961473)"
904,738956562,8/31/09,,18:18,849 OFARRELL ST,V22500H,DBL PARK,78,Closed,$128.00 ,0, ,,, ,,"(37.7850028052, -122.418708533)"
905,764411594,8/31/09,,10:16,556 SUTTER ST,V22500H,DBL PARK,78,Closed,$163.00 ,0,730 730TRNLN,09/03/2009 12:00:00 AM +0000,09/24/2009 12:00:00 AM +0000, ,,"(37.7891796165, -122.409556253)"
906,764411605,8/31/09,,15:18,184 GEARY ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,09/03/2009 12:00:00 AM +0000,09/24/2009 12:00:00 AM +0000, ,,"(37.7876731504, -122.40636244)"
907,764411616,8/31/09,,18:39,385 OFARRELL ST,V22500H,DBL PARK,78,Closed,$138.00 ,0,730 730TRNLN,09/03/2009 12:00:00 AM +0000,09/24/2009 12:00:00 AM +0000, ,,"(37.7859672309, -122.411055433)"
908,764411631,8/31/09,,16:24,231 03RD ST,T32A.1,TWAWY ZN#1,73,Closed,$73.00 ,0,730 730TRNLN,09/04/2009 12:00:00 AM +0000,09/25/2009 12:00:00 AM +0000, ,,"(37.7846873016, -122.399930887)"
909,738956573,9/1/09,,13:09,335 OFARRELL ST,V22500H,DBL PARK,78,Open, $                    -,103,730 730TRNLN,09/04/2009 12:00:00 AM +0000,09/25/2009 12:00:00 AM +0000, ,,"(37.7860662334, -122.4102677)"
910,738956584,9/1/09,,15:16,1062 GEARY ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,09/04/2009 12:00:00 AM +0000,09/25/2009 12:00:00 AM +0000, ,,"(37.7858362435, -122.42079904)"
911,738956595,9/1/09,,16:35,587 OFARRELL ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,09/04/2009 12:00:00 AM +0000,09/25/2009 12:00:00 AM +0000, ,,"(37.7855496086, -122.414377835)"
912,764411620,9/1/09,,18:17,09 03RD ST,T32A.1,TWAWY ZN#1,73,Closed, $                    -,0,51 DISMS CITE,10/14/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7874801624, -122.403315963)"
913,738956606,9/2/09,,9:55,514 GEARY ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,09/05/2009 12:00:00 AM +0000,09/26/2009 12:00:00 AM +0000, ,,"(37.7869791382, -122.411803348)"
914,764411653,9/2/09,,14:40,177 STOCKTON ST,T32A.1,TWAWY ZN#1,73,Closed, $                    -,0,51 DISMS CITE,01/04/2010 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7873325154, -122.406642509)"
915,764411664,9/2/09,,11:20,903 MISSION ST,V22500I,BUS ZONE,253,Closed,$253.00 ,0,730 730TRNLN,09/05/2009 12:00:00 AM +0000,09/26/2009 12:00:00 AM +0000, ,,"(37.7825989947, -122.406544143)"
916,764411642,9/3/09,,12:06,181 03RD ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,09/05/2009 12:00:00 AM +0000,09/26/2009 12:00:00 AM +0000, ,,"(37.7853128637, -122.400713454)"
917,764411675,9/3/09,,13:57,550 GEARY ST,V22500H,DBL PARK,78,Closed,$78.00 ,0,730 730TRNLN,09/09/2009 12:00:00 AM +0000,09/30/2009 12:00:00 AM +0000, ,,"(37.7869001121, -122.412422768)"
918,764411686,9/3/09,,13:58,604 GEARY ST,V22500I,BUS ZONE,253,Closed, $                    -,0,51 DISMS CITE,11/15/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7867880751, -122.41330088)"
