"Ticket.Number","Citation.Issue.Date","Violation","Fine.Amount","Citation.Status","Amount.Paid","Amount.Due","Citation.Issue.Month","Paid.On.Time","Latitude","Longitude","Citation.Issue.Year","Citation.Issue.DayOfWeek","Citation.Issue.Weekday","Citation.Issue.Hour","Citation.Issue.MonthYear"
790914854,2011-01-23,"DBL PARK",80,"Closed",158,0,"Jan","1",37.7885153235,-122.414784531,2011,"Sun","Weekend",14,"Jan-2011"
790962406,2011-01-23,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7879988824,-122.399705264,2011,"Sun","Weekend",8,"Jan-2011"
790962410,2011-01-23,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7894567478,-122.39785864,2011,"Sun","Weekend",8,"Jan-2011"
790962421,2011-01-23,"TWAWY ZN#1",85,"Open",6,175,"Jan","0",37.7891558707,-122.398485102,2011,"Sun","Weekend",8,"Jan-2011"
790962432,2011-01-23,"TWAWY ZN#1",85,"Closed",12,0,"Jan","1",37.7869232473,-122.401312988,2011,"Sun","Weekend",8,"Jan-2011"
790962443,2011-01-23,"TWAWY ZN#1",85,"Closed",34,0,"Jan","1",37.7765187752,-122.414242854,2011,"Sun","Weekend",16,"Jan-2011"
790962454,2011-01-23,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7880182385,-122.403656251,2011,"Sun","Weekend",16,"Jan-2011"
790962465,2011-01-23,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7877754339,-122.405560387,2011,"Sun","Weekend",16,"Jan-2011"
790962476,2011-01-23,"TWAWY ZN#1",85,"Open",6,175,"Jan","0",37.7868528409,-122.412793268,2011,"Sun","Weekend",16,"Jan-2011"
790962480,2011-01-23,"TWAWY ZONE",75,"Closed",156,0,"Jan","1",37.7862682807,-122.417374176,2011,"Sun","Weekend",16,"Jan-2011"
790962491,2011-01-23,"BUS ZONE",255,"Closed",93,0,"Jan","1",37.7863800941,-122.401755222,2011,"Sun","Weekend",14,"Jan-2011"
790914773,2011-01-24,"TWAWY ZONE",75,"Closed",156,0,"Jan","1",37.7860357343,-122.419209373,2011,"Mon","Weekday",16,"Jan-2011"
790914784,2011-01-24,"TWAWY ZONE",75,"Open",6,175,"Jan","0",37.7859091067,-122.411517889,2011,"Mon","Weekday",8,"Jan-2011"
790914795,2011-01-24,"TWAWY ZN#1",85,"Closed",14,0,"Jan","1",37.778961612,-122.411149989,2011,"Mon","Weekday",8,"Jan-2011"
790962513,2011-01-24,"BUS ZONE",255,"Closed",117,0,"Jan","1",37.7882320254,-122.416997677,2011,"Mon","Weekday",16,"Jan-2011"
790962524,2011-01-24,"TWAWY ZONE",75,"Closed",27,0,"Jan","1",37.7881021272,-122.418003132,2011,"Mon","Weekday",16,"Jan-2011"
790914865,2011-01-25,"BUS ZONE",255,"Closed",93,0,"Jan","1",37.786610881,-122.414689567,2011,"Tues","Weekday",10,"Jan-2011"
790914876,2011-01-25,"BUS ZONE",255,"Closed",93,0,"Jan","1",37.7870049333,-122.411601157,2011,"Tues","Weekday",11,"Jan-2011"
790914880,2011-01-25,"BUS ZONE",255,"Closed",117,0,"Jan","1",37.7855376889,-122.414472653,2011,"Tues","Weekday",13,"Jan-2011"
790914891,2011-01-25,"TWAWY ZONE",75,"Closed",27,0,"Jan","1",37.7859878186,-122.419589355,2011,"Tues","Weekday",12,"Jan-2011"
790914902,2011-01-25,"TWAWY ZN#1",85,"Closed",6,0,"Jan","1",37.775054636,-122.416079744,2011,"Tues","Weekday",8,"Jan-2011"
790914913,2011-01-25,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7886238925,-122.398913601,2011,"Tues","Weekday",8,"Jan-2011"
790914924,2011-01-25,"TWAWY ZN#1",85,"Closed",34,0,"Jan","1",37.7881494306,-122.399514574,2011,"Tues","Weekday",8,"Jan-2011"
790914935,2011-01-25,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7888764841,-122.398593651,2011,"Tues","Weekday",8,"Jan-2011"
790914946,2011-01-25,"TWAWY ZN#1",85,"Closed",14,0,"Jan","1",37.7785504721,-122.411670552,2011,"Tues","Weekday",17,"Jan-2011"
790914950,2011-01-25,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7769213225,-122.413733213,2011,"Tues","Weekday",17,"Jan-2011"
790914961,2011-01-25,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7771856026,-122.413398618,2011,"Tues","Weekday",17,"Jan-2011"
790914972,2011-01-25,"TWAWY ZN#1",85,"Closed",34,0,"Jan","1",37.7773030599,-122.413249908,2011,"Tues","Weekday",17,"Jan-2011"
790914983,2011-01-25,"BUS ZONE",255,"Closed",93,0,"Jan","1",37.7804358284,-122.40928334,2011,"Tues","Weekday",17,"Jan-2011"
790914994,2011-01-25,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7805708421,-122.409112381,2011,"Tues","Weekday",17,"Jan-2011"
790915005,2011-01-25,"TWAWY ZN#1",85,"Closed",12,0,"Jan","1",37.780995583,-122.408574551,2011,"Tues","Weekday",17,"Jan-2011"
790962502,2011-01-25,"DBL PARK",80,"Closed",158,0,"Jan","1",37.7892388741,-122.407016823,2011,"Tues","Weekday",12,"Jan-2011"
790915016,2011-01-26,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7873651803,-122.408777113,2011,"Wed","Weekday",16,"Jan-2011"
790915020,2011-01-26,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7872563466,-122.409630344,2011,"Wed","Weekday",16,"Jan-2011"
790915031,2011-01-26,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7872684398,-122.40953554,2011,"Wed","Weekday",16,"Jan-2011"
790915042,2011-01-26,"TWAWY ZN#1",85,"Closed",44,0,"Jan","1",37.7869576419,-122.411971839,2011,"Wed","Weekday",16,"Jan-2011"
790915053,2011-01-26,"TWAWY ZONE",75,"Closed",156,0,"Jan","1",37.7866873984,-122.414089908,2011,"Wed","Weekday",16,"Jan-2011"
790915064,2011-01-26,"TWAWY ZONE",75,"Closed",156,0,"Jan","1",37.7864454827,-122.415985687,2011,"Wed","Weekday",16,"Jan-2011"
790915075,2011-01-27,"DBL PARK",80,"Closed",158,0,"Jan","1",37.7891434835,-122.40984068,2011,"Thurs","Weekday",8,"Jan-2011"
790915086,2011-01-27,"DBL PARK",80,"Closed",158,0,"Jan","1",37.7875541777,-122.413717572,2011,"Thurs","Weekday",9,"Jan-2011"
790915090,2011-01-27,"DBL PARK",80,"Closed",158,0,"Jan","1",37.7885516288,-122.41450072,2011,"Thurs","Weekday",10,"Jan-2011"
790915101,2011-01-27,"DBL PARK",80,"Closed",158,0,"Jan","1",37.78807777,-122.418191654,2011,"Thurs","Weekday",10,"Jan-2011"
790915112,2011-01-27,"BUS ZONE",255,"Closed",93,0,"Jan","1",37.7874173658,-122.414788205,2011,"Thurs","Weekday",11,"Jan-2011"
790915123,2011-01-27,"DBL PARK",80,"Closed",158,0,"Jan","1",37.7891354537,-122.409903887,2011,"Thurs","Weekday",11,"Jan-2011"
790915134,2011-01-27,"DBL PARK",80,"Closed",6,0,"Jan","1",37.787253433,-122.424677769,2011,"Thurs","Weekday",11,"Jan-2011"
790915145,2011-01-27,"BUS ZONE",255,"Closed",117,0,"Jan","1",37.7880166013,-122.418668144,2011,"Thurs","Weekday",12,"Jan-2011"
790915156,2011-01-27,"BUS ZONE",255,"Closed",6,0,"Jan","1",37.788430132,-122.415450503,2011,"Thurs","Weekday",14,"Jan-2011"
790915160,2011-01-27,"BUS ZONE",255,"Closed",93,0,"Jan","1",37.7855416618,-122.414441048,2011,"Thurs","Weekday",10,"Jan-2011"
790915171,2011-01-27,"DBL PARK",80,"Open",6,110,"Jan","0",37.7868528409,-122.412793268,2011,"Thurs","Weekday",11,"Jan-2011"
790915182,2011-01-27,"DBL PARK",80,"Closed",10,0,"Jan","1",37.7869705401,-122.411870744,2011,"Thurs","Weekday",11,"Jan-2011"
790915193,2011-01-27,"DBL PARK",80,"Closed",6,0,"Jan","1",37.7854772341,-122.414953536,2011,"Thurs","Weekday",14,"Jan-2011"
790962535,2011-01-27,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7864116131,-122.401715328,2011,"Thurs","Weekday",15,"Jan-2011"
790962546,2011-01-27,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7893951666,-122.398181991,2011,"Thurs","Weekday",16,"Jan-2011"
790962550,2011-01-27,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7890159333,-122.398662358,2011,"Thurs","Weekday",16,"Jan-2011"
790962561,2011-01-27,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7850782254,-122.403698643,2011,"Thurs","Weekday",10,"Jan-2011"
790962572,2011-01-27,"TWAWY ZN#1",85,"Closed",160,0,"Jan","1",37.7855721837,-122.402680351,2011,"Thurs","Weekday",11,"Jan-2011"
790962583,2011-01-28,"BUS ZONE",255,"Closed",117,0,"Jan","1",37.7866189355,-122.414626445,2011,"Fri","Weekday",11,"Jan-2011"
790962594,2011-01-28,"BUS ZONE",255,"Open",6,355,"Jan","0",37.7861595114,-122.418227748,2011,"Fri","Weekday",11,"Jan-2011"
790962605,2011-01-28,"BUS ZONE",255,"Closed",93,0,"Jan","1",37.7873813035,-122.408650709,2011,"Fri","Weekday",17,"Jan-2011"
790915204,2011-01-30,"DBL PARK",80,"Closed",6,0,"Jan","1",37.7851866709,-122.417253314,2011,"Sun","Weekend",16,"Jan-2011"
790915215,2011-01-30,"DBL PARK",80,"Closed",6,0,"Jan","1",37.78600379,-122.419462695,2011,"Sun","Weekend",13,"Jan-2011"
790915226,2011-01-30,"DBL PARK",80,"Closed",158,0,"Jan","1",37.7861315622,-122.418449405,2011,"Sun","Weekend",13,"Jan-2011"
790915230,2011-01-30,"TWAWY ZONE",75,"Closed",156,0,"Jan","1",37.7858837735,-122.41171944,2011,"Sun","Weekend",8,"Jan-2011"
790915252,2011-01-30,"TWAWY ZN#1",85,"Open",6,175,"Jan","0",37.7869619419,-122.411938142,2011,"Sun","Weekend",16,"Jan-2011"
790915263,2011-01-30,"TWAWY ZONE",75,"Closed",156,0,"Jan","1",37.7862000611,-122.417908683,2011,"Sun","Weekend",16,"Jan-2011"
790915274,2011-01-31,"TWAWY ZN#1",85,"Closed",34,0,"Jan","1",37.7874014574,-122.408492703,2011,"Mon","Weekday",16,"Jan-2011"
790915285,2011-01-31,"TWAWY ZN#1",85,"Closed",12,0,"Jan","1",37.7868528409,-122.412793268,2011,"Mon","Weekday",16,"Jan-2011"
790915296,2011-01-31,"TWAWY ZONE",75,"Closed",156,0,"Jan","1",37.7862281514,-122.417688592,2011,"Mon","Weekday",16,"Jan-2011"
790915300,2011-01-31,"TWAWY ZONE",75,"Closed",156,0,"Jan","1",37.7862000611,-122.417908683,2011,"Mon","Weekday",16,"Jan-2011"
790915311,2011-01-31,"TWAWY ZONE",75,"Closed",156,0,"Jan","1",37.7861960475,-122.417940125,2011,"Mon","Weekday",16,"Jan-2011"
790915322,2011-01-31,"TWAWY ZONE",75,"Closed",156,0,"Jan","1",37.7862121,-122.417814358,2011,"Mon","Weekday",12,"Jan-2011"
790962616,2011-01-31,"TWAWY ZN#1",85,"Closed",34,0,"Jan","1",37.7764253302,-122.414361159,2011,"Mon","Weekday",16,"Jan-2011"
790962620,2011-02-01,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7842788045,-122.404662161,2011,"Tues","Weekday",9,"Feb-2011"
790915333,2011-02-02,"TWAWY ZONE",75,"Closed",156,0,"Feb","1",37.7856489376,-122.413587691,2011,"Wed","Weekday",8,"Feb-2011"
790915344,2011-02-02,"TWAWY ZONE",75,"Closed",156,0,"Feb","1",37.7858191363,-122.412233689,2011,"Wed","Weekday",8,"Feb-2011"
790915355,2011-02-02,"TWAWY ZONE",75,"Closed",156,0,"Feb","1",37.7858191363,-122.412233689,2011,"Wed","Weekday",10,"Feb-2011"
790915366,2011-02-02,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7878171027,-122.405233625,2011,"Wed","Weekday",9,"Feb-2011"
790915370,2011-02-02,"TWAWY ZONE",75,"Closed",156,0,"Feb","1",37.7862883441,-122.417216969,2011,"Wed","Weekday",16,"Feb-2011"
790915381,2011-02-02,"TWAWY ZONE",75,"Closed",8,0,"Feb","1",37.7860397276,-122.419177707,2011,"Wed","Weekday",16,"Feb-2011"
790915392,2011-02-02,"TWAWY ZONE",75,"Closed",27,0,"Feb","1",37.7861115988,-122.418607732,2011,"Wed","Weekday",16,"Feb-2011"
790962631,2011-02-02,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7751454488,-122.415965028,2011,"Wed","Weekday",8,"Feb-2011"
790962642,2011-02-02,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7752549783,-122.415826668,2011,"Wed","Weekday",8,"Feb-2011"
790962653,2011-02-02,"TWAWY ZN#1",85,"Closed",12,0,"Feb","1",37.7764066405,-122.414384819,2011,"Wed","Weekday",8,"Feb-2011"
790962664,2011-02-02,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7764627078,-122.414313837,2011,"Wed","Weekday",8,"Feb-2011"
790962675,2011-02-02,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7764627078,-122.414313837,2011,"Wed","Weekday",8,"Feb-2011"
790962686,2011-02-02,"TWAWY ZN#1",85,"Closed",12,0,"Feb","1",37.7764813975,-122.414290176,2011,"Wed","Weekday",8,"Feb-2011"
790962690,2011-02-02,"TWAWY ZN#1",85,"Closed",6,0,"Feb","1",37.7765187752,-122.414242854,2011,"Wed","Weekday",8,"Feb-2011"
790962701,2011-02-02,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7765748424,-122.414171871,2011,"Wed","Weekday",8,"Feb-2011"
790962712,2011-02-02,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7766495985,-122.414077227,2011,"Wed","Weekday",8,"Feb-2011"
790962723,2011-02-02,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.778173592,-122.412147731,2011,"Wed","Weekday",8,"Feb-2011"
790962734,2011-02-02,"TWAWY ZN#1",85,"Closed",34,0,"Feb","1",37.7816701734,-122.40772033,2011,"Wed","Weekday",8,"Feb-2011"
790915403,2011-02-03,"BUS ZONE",255,"Closed",102,0,"Feb","1",37.7878276668,-122.411554908,2011,"Thurs","Weekday",12,"Feb-2011"
790915414,2011-02-03,"BUS ZONE",255,"Open",6,355,"Feb","0",37.7880206224,-122.41863647,2011,"Thurs","Weekday",12,"Feb-2011"
790915425,2011-02-03,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7878637829,-122.419871726,2011,"Thurs","Weekday",12,"Feb-2011"
790915436,2011-02-03,"BUS ZONE",255,"Closed",93,0,"Feb","1",37.7876550863,-122.421515239,2011,"Thurs","Weekday",12,"Feb-2011"
790915440,2011-02-03,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7872646142,-122.415990001,2011,"Thurs","Weekday",13,"Feb-2011"
790915451,2011-02-03,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7872894708,-122.424394038,2011,"Thurs","Weekday",13,"Feb-2011"
790915462,2011-02-03,"BUS ZONE",255,"Closed",93,0,"Feb","1",37.7874133415,-122.414819693,2011,"Thurs","Weekday",14,"Feb-2011"
790915473,2011-02-03,"TWAWY ZONE",75,"Closed",27,0,"Feb","1",37.7879723655,-122.41901655,2011,"Thurs","Weekday",16,"Feb-2011"
790915484,2011-02-03,"TWAWY ZONE",75,"Closed",48,0,"Feb","1",37.7879603009,-122.419111569,2011,"Thurs","Weekday",16,"Feb-2011"
790915495,2011-02-03,"TWAWY ZONE",75,"Closed",156,0,"Feb","1",37.7877630875,-122.420664734,2011,"Thurs","Weekday",16,"Feb-2011"
790915506,2011-02-03,"TWAWY ZONE",75,"Closed",6,0,"Feb","1",37.7854374712,-122.415269816,2011,"Thurs","Weekday",8,"Feb-2011"
790915510,2011-02-03,"TWAWY ZONE",75,"Closed",6,0,"Feb","1",37.7859048842,-122.411551481,2011,"Thurs","Weekday",8,"Feb-2011"
790915521,2011-02-03,"TWAWY ZONE",75,"Closed",6,0,"Feb","1",37.7867598858,-122.413521808,2011,"Thurs","Weekday",15,"Feb-2011"
790962745,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7814677971,-122.407976598,2011,"Thurs","Weekday",8,"Feb-2011"
790962756,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7866637689,-122.401396181,2011,"Thurs","Weekday",8,"Feb-2011"
790962760,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7761373117,-122.414723671,2011,"Thurs","Weekday",16,"Feb-2011"
790962771,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.780995583,-122.408574551,2011,"Thurs","Weekday",16,"Feb-2011"
790962782,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7812991492,-122.408190154,2011,"Thurs","Weekday",16,"Feb-2011"
790962793,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7813666088,-122.408104731,2011,"Thurs","Weekday",16,"Feb-2011"
790962804,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7815352556,-122.407891176,2011,"Thurs","Weekday",16,"Feb-2011"
790962815,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7874561226,-122.400392729,2011,"Thurs","Weekday",16,"Feb-2011"
790962826,2011-02-03,"TWAWY ZN#1",85,"Closed",6,0,"Feb","1",37.7861255218,-122.40237194,2011,"Thurs","Weekday",16,"Feb-2011"
790962830,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7855368887,-122.403117621,2011,"Thurs","Weekday",16,"Feb-2011"
790962841,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7844128665,-122.404492379,2011,"Thurs","Weekday",17,"Feb-2011"
790962852,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7796893269,-122.410473853,2011,"Thurs","Weekday",17,"Feb-2011"
790962863,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7784765004,-122.412009483,2011,"Thurs","Weekday",17,"Feb-2011"
790962874,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7767188992,-122.41423475,2011,"Thurs","Weekday",17,"Feb-2011"
790962885,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7755024326,-122.415759064,2011,"Thurs","Weekday",17,"Feb-2011"
790962896,2011-02-03,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7754282951,-122.415852717,2011,"Thurs","Weekday",17,"Feb-2011"
790915532,2011-02-05,"BUS ZONE",255,"Closed",103,0,"Feb","1",37.7870049333,-122.411601157,2011,"Sat","Weekend",9,"Feb-2011"
790915543,2011-02-05,"BUS ZONE",255,"Closed",93,0,"Feb","1",37.7870006343,-122.411634856,2011,"Sat","Weekend",11,"Feb-2011"
790915554,2011-02-05,"DBL PARK",80,"Closed",6,0,"Feb","1",37.7871311721,-122.410611616,2011,"Sat","Weekend",13,"Feb-2011"
790915565,2011-02-05,"BUS ZONE",255,"Open",6,345,"Feb","0",37.7867961289,-122.413237757,2011,"Sat","Weekend",13,"Feb-2011"
790915576,2011-02-05,"BUS ZONE",255,"Closed",93,0,"Feb","1",37.7863685985,-122.416588136,2011,"Sat","Weekend",16,"Feb-2011"
790915580,2011-02-07,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7870396015,-122.417762141,2011,"Mon","Weekday",15,"Feb-2011"
790915591,2011-02-07,"TWAWY ZONE",75,"Closed",27,0,"Feb","1",37.7881102455,-122.417940292,2011,"Mon","Weekday",16,"Feb-2011"
790915602,2011-02-07,"TWAWY ZONE",75,"Closed",156,0,"Feb","1",37.7881630178,-122.417531825,2011,"Mon","Weekday",16,"Feb-2011"
790915613,2011-02-07,"TWAWY ZONE",75,"Closed",156,0,"Feb","1",37.7882036109,-122.41721762,2011,"Mon","Weekday",16,"Feb-2011"
790915624,2011-02-07,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7874095188,-122.408429501,2011,"Mon","Weekday",12,"Feb-2011"
790915635,2011-02-07,"BUS ZONE",255,"Open",6,355,"Feb","0",37.7878276668,-122.411554908,2011,"Mon","Weekday",9,"Feb-2011"
790915646,2011-02-07,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7872854667,-122.424425564,2011,"Mon","Weekday",10,"Feb-2011"
790915650,2011-02-07,"DBL PARK",80,"Closed",6,0,"Feb","1",37.7873335176,-122.424047255,2011,"Mon","Weekday",10,"Feb-2011"
790915661,2011-02-07,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7883132819,-122.416363928,2011,"Mon","Weekday",10,"Feb-2011"
790915672,2011-02-07,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7883173113,-122.41633243,2011,"Mon","Weekday",10,"Feb-2011"
790915683,2011-02-07,"DBL PARK",80,"Closed",158,0,"Feb","1",37.787249428,-122.424709295,2011,"Mon","Weekday",13,"Feb-2011"
790915694,2011-02-07,"DBL PARK",80,"Closed",10,0,"Feb","1",37.7866223333,-122.421047864,2011,"Mon","Weekday",14,"Feb-2011"
790915705,2011-02-07,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7894562251,-122.40737869,2011,"Mon","Weekday",16,"Feb-2011"
790915716,2011-02-07,"TWAWY ZN#1",85,"Open",6,175,"Feb","0",37.7892077201,-122.409335031,2011,"Mon","Weekday",16,"Feb-2011"
790915720,2011-02-07,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7889706129,-122.411201282,2011,"Mon","Weekday",16,"Feb-2011"
790915731,2011-02-07,"TWAWY ZN#1",85,"Closed",6,0,"Feb","1",37.7889105302,-122.411674126,2011,"Mon","Weekday",16,"Feb-2011"
790915742,2011-02-07,"TWAWY ZONE",75,"Closed",156,0,"Feb","1",37.7879603009,-122.419111569,2011,"Mon","Weekday",16,"Feb-2011"
790915753,2011-02-07,"TWAWY ZONE",75,"Closed",156,0,"Feb","1",37.7878718267,-122.41980838,2011,"Mon","Weekday",16,"Feb-2011"
790962900,2011-02-07,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7882999795,-122.399323884,2011,"Mon","Weekday",8,"Feb-2011"
790962911,2011-02-07,"TWAWY ZN#1",85,"Closed",34,0,"Feb","1",37.7885396943,-122.39902025,2011,"Mon","Weekday",8,"Feb-2011"
790962922,2011-02-07,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7867268075,-122.401316393,2011,"Mon","Weekday",16,"Feb-2011"
790962933,2011-02-07,"TWAWY ZN#1",85,"Closed",6,0,"Feb","1",37.7868258998,-122.401190957,2011,"Mon","Weekday",16,"Feb-2011"
790962944,2011-02-07,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7854387827,-122.4032419,2011,"Mon","Weekday",16,"Feb-2011"
790962955,2011-02-07,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7849997965,-122.403797994,2011,"Mon","Weekday",16,"Feb-2011"
790962966,2011-02-07,"DBL PARK",80,"Closed",6,0,"Feb","1",37.7871191184,-122.4107061,2011,"Mon","Weekday",9,"Feb-2011"
790962970,2011-02-07,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7849349291,-122.40023674,2011,"Mon","Weekday",13,"Feb-2011"
790962981,2011-02-07,"DBL PARK",80,"Closed",158,0,"Feb","1",37.7846504637,-122.404606103,2011,"Mon","Weekday",14,"Feb-2011"
790915764,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7751272868,-122.415987971,2011,"Tues","Weekday",8,"Feb-2011"
790915775,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7764627078,-122.414313837,2011,"Tues","Weekday",8,"Feb-2011"
790915786,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7795244805,-122.410437299,2011,"Tues","Weekday",8,"Feb-2011"
790915790,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7797270039,-122.410180866,2011,"Tues","Weekday",8,"Feb-2011"
790915801,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7821280494,-122.407140517,2011,"Tues","Weekday",8,"Feb-2011"
790915812,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.781602715,-122.407805753,2011,"Tues","Weekday",8,"Feb-2011"
790915834,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.781332879,-122.408147442,2011,"Tues","Weekday",8,"Feb-2011"
790915845,2011-02-08,"TWAWY ZN#1",85,"Closed",34,0,"Feb","1",37.7814677971,-122.407976598,2011,"Tues","Weekday",8,"Feb-2011"
790915856,2011-02-08,"TWAWY ZN#1",85,"Closed",57,0,"Feb","1",37.78708568,-122.400861927,2011,"Tues","Weekday",8,"Feb-2011"
790915860,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7864116131,-122.401715328,2011,"Tues","Weekday",8,"Feb-2011"
790915871,2011-02-08,"TWAWY ZN#1",85,"Closed",57,0,"Feb","1",37.7870036555,-122.401211146,2011,"Tues","Weekday",8,"Feb-2011"
790915882,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7875515473,-122.400517196,2011,"Tues","Weekday",8,"Feb-2011"
790915893,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7876746682,-122.400361251,2011,"Tues","Weekday",8,"Feb-2011"
790915904,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.787643888,-122.400400237,2011,"Tues","Weekday",8,"Feb-2011"
790915915,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7851566534,-122.403599293,2011,"Tues","Weekday",8,"Feb-2011"
790915926,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7920992,-122.394511267,2011,"Tues","Weekday",16,"Feb-2011"
790962992,2011-02-08,"TWAWY ZN#1",85,"Open",6,175,"Feb","0",37.7910794674,-122.39604843,2011,"Tues","Weekday",15,"Feb-2011"
790963003,2011-02-08,"TWAWY ZN#1",85,"Closed",34,0,"Feb","1",37.7895785506,-122.397949699,2011,"Tues","Weekday",15,"Feb-2011"
790963014,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7891097736,-122.398543493,2011,"Tues","Weekday",15,"Feb-2011"
790963025,2011-02-08,"TWAWY ZN#1",85,"Closed",6,0,"Feb","1",37.787643888,-122.400400237,2011,"Tues","Weekday",15,"Feb-2011"
790963036,2011-02-08,"TWAWY ZN#1",85,"Open",6,185,"Feb","0",37.7764066405,-122.414384819,2011,"Tues","Weekday",16,"Feb-2011"
790963040,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7768625935,-122.413807566,2011,"Tues","Weekday",16,"Feb-2011"
790963051,2011-02-08,"TWAWY ZN#1",85,"Closed",160,0,"Feb","1",37.7811305018,-122.408403708,2011,"Tues","Weekday",16,"Feb-2011"
790963062,2011-02-08,"TWAWY ZN#1",85,"Closed",6,0,"Feb","1",37.7874888265,-122.400351306,2011,"Tues","Weekday",8,"Feb-2011"
790963073,2011-02-08,"BUS ZONE",255,"Closed",102,0,"Feb","1",37.7877831619,-122.399978499,2011,"Tues","Weekday",8,"Feb-2011"
